Time,Airspeed,ALT,Alpha,Beta,Theta,Phi
7.819993,13.10607,2.67538,-2.207967,0.3482952,2.645131,-0.274217
7.919993,13.00259,2.792125,-2.153775,0.3132682,3.16212,-0.282363
8.019994,12.89151,2.918021,-2.093906,0.2776359,3.663303,-0.2889728
8.119996,12.7732,3.052313,-2.02821,0.2416909,4.147231,-0.2941269
8.219998,12.64809,3.194212,-1.956521,0.2056832,4.612469,-0.2979116
8.320001,12.51662,3.342906,-1.878666,0.1698233,5.057606,-0.3004172
8.420003,12.37926,3.497554,-1.794461,0.1342878,5.481254,-0.301736
8.520005,12.2365,3.657303,-1.703711,0.09922241,5.882065,-0.3019602
8.620008,12.08886,3.821285,-1.606229,0.06474614,6.258718,-0.3011812
8.72001,11.93687,3.988626,-1.501819,0.03095474,6.60994,-0.2994877
8.820012,11.78111,4.158449,-1.3903,-0.002075737,6.934505,-0.2969653
8.920014,11.62215,4.329883,-1.271498,-0.03428547,7.231242,-0.2936959
9.020017,11.4606,4.502065,-1.145269,-0.06562848,7.499034,-0.2897565
9.120019,11.29708,4.674147,-1.01149,-0.09606913,7.736835,-0.2852199
9.220021,11.13223,4.845298,-0.8700898,-0.1255801,7.943666,-0.2801535
9.320024,10.9667,5.014712,-0.7210379,-0.1541398,8.118624,-0.2746199
9.420026,10.80115,5.181613,-0.5643772,-0.1817302,8.26089,-0.2686768
9.520028,10.63628,5.345254,-0.4002217,-0.2083341,8.369742,-0.2623766
9.62003,10.47276,5.504924,-0.22879,-0.2339352,8.444544,-0.2557672
9.720033,10.31129,5.659953,-0.05040301,-0.258515,8.484769,-0.2488918
9.820035,10.15255,5.809712,0.1344903,-0.2820518,8.490005,-0.2417893
9.920037,9.997241,5.953618,0.3253013,-0.3045198,8.459963,-0.2344947
10.02004,9.846045,6.091133,0.5212731,-0.3258886,8.394473,-0.2270392
10.12004,9.699635,6.221767,0.7214946,-0.3461227
