Time,Airspeed,ALT,Alpha,Beta,Theta,Phi
2.319999,2.884698,10.10389,1.605447,1.948743E-08,-1.924032E-27,-6.782028E-10
2.419998,3.01087,10.09553,1.599539,1.946119E-08,4.044236E-27,-6.524012E-10
2.519998,3.137129,10.08685,1.593446,1.943519E-08,1.450037E-27,-6.238358E-10
2.619998,3.26348,10.07783,1.587176,1.940947E-08,3.190812E-27,-5.941427E-10
2.719998,3.389924,10.06849,1.580726,1.938409E-08,-5.75283E-28,-5.625202E-10
2.819998,3.516463,10.05884,1.574099,-2.521499E-10,-1.182644E-30,2.198536E-10
2.919998,3.643098,10.04887,1.567296,-2.432758E-10,-2.79619E-30,2.190052E-10
3.019998,3.769831,10.03858,1.560317,-2.350257E-10,-4.188056E-30,2.18142E-10
3.119998,3.896664,10.02799,1.553164,-2.273402E-10,-4.704217E-30,2.172633E-10
3.219998,4.023596,10.01709,1.545835,-2.201679E-10,-3.096817E-30,2.163686E-10
3.319998,4.15063,10.00589,1.538333,-2.13464E-10,3.893528E-30,2.154569E-10
3.419997,4.277767,9.99439,1.530654,-2.071889E-10,1.988661E-30,2.145275E-10
3.519997,4.405006,9.982601,1.522802,-2.013087E-10,2.638026E-31,2.135796E-10
3.619997,4.532347,9.970523,1.514776,-1.957933E-10,-9.741931E-30,2.126127E-10
3.719997,4.659791,9.958161,1.506576,-1.906163E-10,2.970491E-30,2.116258E-10
3.819997,4.787337,9.94552,1.498205,-1.857544E-10,9.916321E-30,2.106184E-10
3.919997,4.895985,9.92971,3.162938,-1.738393E-10,-0.05619795,2.097279E-10
4.019997,4.999897,9.865105,9.692179,-0.148486,-0.2769298,-0.0002757422
4.119997,5.195371,9.74879,14.34363,-0.3068057,-0.7958689,0.00306838
4.219997,5.460749,9.585673,17.53668,-0.4737098,-1.803191,0.01213812
4.319997,5.776627,9.380399,19.11774,-0.6488903,-3.381031,0.02697252
4.419997,6.127821,9.138522,19.14008,-0.7983633,-5.501787,0.0468489
4.519997,6.503429,8.866331,17.80144,-0.8079406,-8.039639,0.07161748
4.619997,6.894813,8.570786,15.38931,-0.7723215,-10.79094,0.09579339
4.719996,7.292302,8.259633,12.23701,-0.5570087,-13.50324,0.1216872
4.819996,7.68474,7.941583,8.686474,-0.4436137,-15.90994,0.1417782
4.919996,8.062841,7.623188,5.639763,-0.2665163,-17.80134,0.1579494
5.019996,8.432546,7.298658,3.800001,0.03705674,-19.19099,0.1799419
5.119996,8.799367,6.962945,2.640622,0.3841964,-20.18777,0.2025203
5.219996,9.165106,6.614411,1.833843,0.7746943,-20.89866,0.2244462
5.319996,9.529491,6.253241,1.205416,1.149704,-21.40439,0.2429186
5.419996,9.89098,5.880431,0.6742101,1.305744,-21.75755,0.2422647
5.519996,10.24938,5.497252,0.2066358,1.497943,-21.9891,0.2333257
5.619996,10.60469,5.105049,-0.2102921,1.944208,-22.11626,0.2341128
5.719995,10.95405,4.707243,-1.419541,2.435986,-22.84187,0.2337368
5.819995,11.30099,4.296806,-2.722518,2.690394,-24.82898,0.222963
5.919995,11.66301,3.853032,-2.377642,2.836051,-25.3874,0.1931044
6.019995,12.03299,3.385117,-1.77871,2.93038,-25.08791,0.1462836
6.119995,12.4013,2.904532,0.03394517,2.976413,-22.471,0.0780253
6.219995,12.74065,2.449384,1.137257,2.826018,-18.77675,-0.01593575
6.319995,13.02977,2.051821,1.540599,2.420859,-14.8379,-0.1273569
6.419995,13.26106,1.730964,1.6143,2.265302,-10.83474,-0.2104964
6.519995,13.42589,1.497913,1.588941,2.109128,-6.782088,-0.282123
6.619995,13.52158,1.359227,1.555453,1.956353,-2.680269,-0.3431605
6.719995,13.54676,1.318394,1.539315,1.808043,1.458589,-0.3933983
6.819994,13.49989,1.376215,1.545089,1.494407,5.614271,-0.4321412
6.919994,13.38157,1.530802,1.573433,0.8549695,9.763783,-0.4115927
7.019994,13.19467,1.777757,1.624048,0.116806,13.88213,-0.2906099
7.119994,12.94106,2.11035,1.697936,-0.6967406,17.94382,-0.05619179
7.219994,12.62325,2.519782,1.796903,-1.563646,21.92308,0.3008982
7.319994,12.24438,2.995538,1.923802,-2.464561,25.79416,0.7873591
7.419994,11.80817,3.525789,2.082867,-3.38296,29.53177,1.407834
7.519994,11.31879,4.097834,2.280272,-4.305183,33.11159,2.165184
7.619994,10.78081,4.69854,2.524753,-5.220347,36.5106,3.060509
7.719994,10.19908,5.314757,2.828564,-6.120165,39.70754,4.092907
7.819993,9.578659,5.933694,3.208817,-6.998674,42.68308,5.258931
7.919993,8.924789,6.543223,3.689642,-7.851861,45.42007,6.551773
8.019994,8.242867,7.132125,4.305511,-8.677178,47.90369,7.960255
8.119996,7.538506,7.690247,5.106727,-9.47284,50.12172,9.467759
8.219998,6.817673,8.208607,6.168292,-10.23669,52.0647,11.05136
8.320001,6.087005,8.679435,7.605013,-10.96407,53.72627,12.68148
8.420003,5.354578,9.09608,9.653819,-11.643,55.10215,14.32199
8.520005,4.635596,9.450947,13.20991,-12.22978,56.15945,15.91833
8.620008,3.955513,9.735966,19.01684,-12.60901,56.83593,17.391
8.72001,3.352036,9.944772,27.91504,-12.52721,57.07463,18.65243
8.820012,2.880091,10.07244,40.68551,-11.50352,56.78172,19.59812
8.920014,2.602485,10.1155,57.22052,-8.958946,56.05584,20.24835
9.020017,2.53149,10.07398,74.82902,-4.941332,54.98057,20.6446
9.120019,2.572694,9.955715,-89.95671,-0.3142694,53.57914,20.81088
9.220021,3.813056,9.738777,-81.43448,3.028129,52.17607,20.92581
9.320024,5.625132,9.386358,-79.28206,4.294235,51.16356,21.17162
9.420026,8.844167,8.853423,-81.40712,4.114497,51.00512,21.77453
9.520028,18.3896,7.991923,-87.59661,2.496267,53.09335,23.61592
9.62003,13.19878,7.207514,65.20158,3.284479,52.95938,24.70014
9.720033,10.40889,7.098587,43.67263,4.658524,41.51637,20.66594
9.820035,9.822983,7.107123,25.37717,5.415261,29.04107,18.31303
9.920037,9.62727,7.19132,11.57776,5.954985,19.81803,17.48577
10.02004,9.45329,7.332561,3.017667,6.493442,14.32043,17.33678
10.12004,9.2748,7.480574,0.4584073,7.084394,11.44941,17.43154
10.22004,9.117235,7.606399,0.2585628,7.715642,9.958861,17.59848
10.32005,8.985455,7.70625,0.7084522,8.375301,9.087691,17.7795
10.42005,8.877367,7.782801,1.212287,9.054792,8.447464,17.95332
10.52005,8.790144,7.839171,1.61252,9.746422,7.863803,18.11128
10.62005,8.721762,7.877588,1.898836,10.44213,7.268841,18.24975
10.72006,8.671015,7.899426,2.096457,11.13332,6.642106,18.36719
10.82006,8.637182,7.905523,2.230039,11.81102,5.981864,18.46301
10.92006,8.619759,7.896446,2.315928,12.4662,5.292578,18.53704
11.02006,8.61827,7.872652,2.363307,13.09018,4.580054,18.58931
11.12006,8.632181,7.834571,2.376998,13.67492,3.849912,18.61999
11.22007,8.660869,7.782648,2.359745,14.2132,3.107289,18.62936
11.32007,8.70362,7.71735,2.313616,14.6988,2.356893,18.61778
11.42007,8.759643,7.639175,2.240715,15.12653,1.603135,18.58569
11.52007,8.828087,7.548635,2.143427,15.4922,0.8501962,18.53364
11.62008,8.908066,7.446259,2.024469,15.79267,0.1020672,18.46224
11.72008,8.99867,7.332591,1.886795,16.02566,-0.637463,18.37217
11.82008,9.098993,7.208183,1.733468,16.18969,-1.364824,18.26422
11.92008,9.20814,7.073596,1.567514,16.28402,-2.076688,18.13925
12.02009,9.325233,6.929392,1.391854,16.30849,-2.769987,17.99824
12.12009,9.449432,6.776142,1.209197,16.26347,-3.441926,17.84227
12.22009,9.579929,6.614419,1.022018,16.14977,-4.08998,17.67252
12.32009,9.715958,6.444802,0.8324845,15.96863,-4.711892,17.49033
12.42009,9.856794,6.267875,0.6424931,15.7216,-5.30567,17.29713
12.5201,10.00175,6.084224,0.4536513,15.41059,-5.869576,17.09451
12.6201,10.15019,5.894444,0.2673045,15.03781,-6.402104,16.88419
12.7201,10.30151,5.699135,0.08455063,14.60578,-6.90197,16.66801
12.8201,10.45513,5.4989,-0.09372947,14.11737,-7.368097,16.44794
12.92011,10.6112,5.29336,0.2432714,13.57481,-7.459775,16.21434
13.02011,10.76707,5.086193,1.580817,12.9848,-5.826772,15.95613
13.12011,10.90399,4.899676,2.470762,12.37788,-3.463056,15.76857
13.22011,11.00744,4.750855,2.874255,11.78061,-0.9051715,15.69163
13.32012,11.07003,4.648876,3.007261,11.21164,1.688536,15.73477
13.42012,11.08891,4.597598,3.035136,10.68557,4.282263,15.90003
13.52012,11.06355,4.597779,3.042227,10.21572,6.866284,16.18834
13.62012,10.99457,4.648279,3.062515,9.815438,9.429796,16.60005
13.72012,10.8833,4.746612,3.107122,9.498691,11.95737,17.13466
13.82013,10.73157,4.889187,3.179088,9.280195,14.43091,17.79035
13.92013,10.54169,5.07147,3.279538,9.175629,16.83166,18.56389
14.02013,10.31646,5.288121,3.409709,9.201722,19.14138,19.45044
14.12013,10.05916,5.533155,3.57148,9.376412,21.34302,20.44353
14.22014,9.773547,5.800112,3.767418,9.718893,23.42106,21.53485
14.32014,9.463878,6.08224,4.000699,10.24964,25.3618,22.71429
14.42014,9.134908,6.372664,4.274971,10.99011,27.15353,23.96986
14.52014,8.791914,6.664556,4.594222,11.96205,28.78677,25.28773
14.62014,8.440721,6.951283,4.962449,13.18609,30.25439,26.65255
14.72015,8.087726,7.226543,5.383155,14.67951,31.55176,28.04768
14.82015,7.739937,7.484474,5.858572,16.45255,32.67677,29.45573
14.92015,7.404964,7.71975,6.388402,18.50355,33.62987,30.85921
15.02015,7.089623,7.927773,6.079335,20.81607,33.76648,31.95909
15.12016,6.807641,8.101132,5.769276,23.33129,33.15822,32.71323
15.22016,6.573634,8.233229,5.761705,25.95161,32.19182,33.25967
15.32016,6.398442,8.320342,6.050156,28.55905,31.04279,33.66982
15.42016,6.28857,8.36119,6.519463,31.03579,29.78609,33.97724
15.52017,6.246088,8.356298,7.025418,33.28565,28.45141,34.19755
15.62017,6.269382,8.30729,7.704463,35.24725,27.15568,34.37655
15.72017,6.353365,8.217031,8.683137,36.89924,26.41225,34.69873
15.82017,6.486679,8.090637,9.459418,38.27198,26.01441,35.09816
15.92017,6.659905,7.931718,9.871253,39.40366,25.76202,35.51414
16.02018,6.864017,7.744019,9.627362,40.33848,25.56328,35.92072
16.12018,7.090517,7.531565,8.542978,41.12106,25.41689,36.32216
16.22018,7.332742,7.29725,7.121673,41.78849,25.38096,36.74562
16.32018,7.58935,7.039745,6.031426,42.35486,25.4831,37.2115
16.42019,7.859416,6.757775,5.073669,42.83178,25.72038,37.73191
16.52019,8.14154,6.450451,4.174989,43.23205,26.084,38.31884
16.62019,8.434464,6.116829,3.317624,43.56721,26.5652,38.98629
16.72019,8.737244,5.755743,2.500118,43.84702,27.15527,39.75064
16.82019,9.049247,5.365773,1.722616,44.07962,27.84429,40.63041
