Time,Airspeed,ALT,Alpha,Beta,Theta,Phi
2.919998,1.350316,12.6351,-32.19259,0.1772254,2.806908E-09,16.87454
3.019998,1.467696,12.70351,-29.04032,-0.7554482,-2.466647E-09,17.42418
3.119998,1.590416,12.77173,-26.29087,-1.670488,-7.12754E-09,17.96896
3.219998,1.717808,12.83982,-23.87046,-2.579936,-2.681844E-09,18.50882
3.319998,1.847707,12.90782,-21.74606,-3.4498,8.488429E-09,19.04376
3.419997,1.978662,12.97576,-19.87462,-4.262995,2.639613E-08,19.574
3.519997,2.110228,13.04365,-18.20771,-5.025045,-1.147279E-08,20.0999
3.619997,2.242039,13.11152,-16.70767,-5.739335,1.237802E-09,20.62189
3.719997,2.373793,13.17938,-15.34509,-6.407476,-1.05234E-08,21.1406
3.819997,2.505069,13.24725,-14.10292,-7.025094,3.351184E-08,21.65696
3.919997,1.106161,13.3315,-78.01701,-5.037336,-4.581051E-08,22.14464
4.019997,1.133615,13.43907,-76.7564,-5.778104,3.619328E-08,22.56462
4.119997,1.15543,13.54866,-76.65463,-6.490056,1.605442E-09,22.94
4.219997,1.171078,13.66031,-76.46873,-7.168089,6.217145E-08,23.2658
4.319997,1.191182,13.77388,-76.32838,-7.820798,-3.728687E-08,23.53466
4.419997,1.210385,13.88932,-76.18497,-8.40484,-1.163663E-08,23.74085
4.519997,1.229351,14.00657,-76.0618,-9.016383,-9.675416E-08,23.88033
4.619997,0.9421173,14.10197,-80.09253,3.314011,2.930131E-08,23.67875
4.719996,0.9295319,14.18177,-75.62752,4.897104,-6.047973E-08,23.28651
4.819996,0.9488953,14.26368,-75.73777,4.910537,3.70619E-08,22.90833
4.919996,0.9685963,14.34771,-75.83772,4.918522,2.827166E-08,22.54516
5.019996,0.9890135,14.43388,-75.95657,4.930867,-2.445272E-08,22.19671
5.119996,1.008872,14.52222,-76.00432,4.915173,-3.64274E-09,21.86432
5.219996,1.030376,14.61278,-76.15695,4.91937,5.231222E-08,21.54869
5.319996,1.055911,14.70555,-76.28252,4.90783,-4.461413E-08,21.25048
5.419996,1.072209,14.8006,-76.32864,4.852672,-1.686068E-08,20.96976
5.519996,1.093894,14.89794,-76.42662,4.812447,-4.084405E-10,20.70716
5.619996,1.121635,14.9976,-76.57949,4.789834,7.622584E-08,20.46329
5.719995,1.144079,15.09963,-76.67108,4.729439,-2.886609E-08,20.23858
5.819995,1.166669,15.20403,-76.72471,4.653898,-7.087551E-09,20.03318
5.919995,1.189727,15.31084,-76.8572,4.570826,-3.944031E-08,19.84748
6.019995,1.212905,15.42007,-76.94924,4.474576,-1.65609E-08,19.6817
6.119995,1.236278,15.53175,-77.03917,4.36003,-4.141531E-09,19.53586
6.219995,1.259861,15.6459,-77.12728,4.233558,-1.038263E-08,19.40997
6.319995,1.283617,15.76253,-77.21745,4.094447,-4.008103E-09,19.30424
6.419995,1.307513,15.88165,-77.29798,3.936719,-2.186583E-09,19.2185
6.519995,1.331411,16.00329,-77.32743,3.76392,-5.704429E-09,19.15223
6.619995,1.35576,16.12747,-77.46217,3.576017,2.58352E-10,19.1052
6.719995,1.37148,16.25422,-77.45506,3.334047,8.389532E-10,19.07679
6.819994,1.395597,16.3835,-77.52995,3.114996,-2.969919E-09,19.06668
6.919994,1.419778,16.51535,-77.60027,2.878347,1.795685E-09,19.07381
7.019994,1.444015,16.64977,-77.6693,2.624786,8.78303E-10,19.09698
7.119994,1.468279,16.78677,-77.7345,2.354417,9.385419E-10,19.13466
7.219994,1.492555,16.92635,-77.79742,2.068409,-1.193456E-08,19.18504
7.319994,1.516818,17.06852,-77.85545,1.767501,2.294226E-08,19.24612
7.419994,1.541051,17.21328,-77.90936,1.453397,1.046596E-08,19.31566
7.519994,1.565231,17.36063,-77.95892,1.127413,1.633207E-08,19.39109
7.619994,1.589339,17.51055,-78.00301,0.7916509,9.078459E-09,19.46964
7.719994,1.613353,17.66306,-78.04192,0.4483606,-6.174193E-09,19.54829
7.819993,1.637253,17.81813,-78.07507,0.1000006,3.586288E-08,19.62378
7.919993,1.661021,17.97576,-78.1023,-0.2504772,2.848036E-08,19.69266
8.019994,1.684639,18.13593,-78.12175,-0.6001094,1.857196E-08,19.75134
8.119996,1.708093,18.29863,-78.13542,-0.9453519,-3.555758E-08,19.79598
8.219998,0.9629418,18.41446,-70.63968,13.68343,-5.661241,19.92486
8.320001,0.701228,18.42747,1.804876,38.88991,-11.22931,20.23682
8.420003,1.409372,18.34385,49.91342,32.43575,-16.752,20.73783
8.520005,1.605104,18.25589,-31.46056,12.37982,-2.822854E-09,19.88128
8.620008,1.489504,18.16618,-34.8424,12.60178,3.159204E-08,19.96734
8.72001,1.381029,18.07634,-38.52552,12.95223,-1.096521E-08,20.0413
8.820012,1.280612,17.98633,-42.72808,13.43108,1.377023E-08,20.10304
8.920014,1.189363,17.89615,-47.52824,14.02713,-3.59449E-0
