Time,Airspeed,ALT,Alpha,Beta,Theta,Phi
8.620008,13.02669,2.607919,-2.149993,1.060764E-11,1.465091,5.01894E-11
8.72001,12.94462,2.695962,-2.106612,1.266249E-11,1.961025,5.049289E-11
8.820012,12.85506,2.793346,-2.05801,1.432408E-11,2.444461,4.682689E-11
8.920014,12.7583,2.899456,-2.004086,2.025301E-11,2.914031,4.488514E-11
9.020017,12.65472,3.013641,-1.944731,2.021847E-11,3.368382,5.038812E-11
9.120019,12.54467,3.135219,-1.879828,2.212725E-11,3.806179,5.094425E-11
9.220021,12.42856,3.263479,-1.809251,2.4623E-11,4.22611,5.144456E-11
9.320024,12.30681,3.397687,-1.732872,2.805081E-11,4.626885,5.106504E-11
9.420026,12.17986,3.53709,-1.650556,3.518277E-11,5.007249,4.781035E-11
9.520028,12.04817,3.68092,-1.562169,3.758747E-11,5.365979,4.74113E-11
9.62003,11.91223,3.828401,-1.467584,4.12135E-11,5.701892,4.631938E-11
9.720033,11.77255,3.978751,-1.366683,4.692123E-11,6.013846,4.361746E-11
9.820035,11.62964,4.131187,-1.259359,4.760693E-11,6.300754,4.161507E-11
9.920037,11.48407,4.284933,-1.145524,5.199447E-11,6.561581,4.206775E-11
10.02004,11.33637,4.43922,-1.025127,5.548905E-11,6.79535,4.258297E-11
10.12004,11.18714,4.593291,-0.8981364,5.970666E-11,7.001155,3.851782E-11
10.22004,11.03695,4.74641,-0.7645861,6.514616E-11,7.178149,3.664674E-11
10.32005,10.8864,4.89786,-0.6245428,6.799205E-11,7.32558,3.336598E-11
10.42005,10.73612,5.04695,-0.4781535,6.879132E-11,7.442761,3.380168E-11
10.52005,10.5867,5.193017,-0.3256376,7.197812E-11,7.529106,3.063448E-11
10.62005,10.43877,5.335431,-0.1672952,7.479692E-11,7.58412,2.842969E-11
10.72006,10.29296,5.473597,-0.003531933,7.723069E-11,7.607412,2.628654E-11
10.82006,10.14989,5.606956,0.1651321,7.971553E-11,7.598695,2.421917E-11
10.92006,10.01017,5.734989,0.3380665,8.158225E-11,7.557809,2.179258E-11
11.02006,9.874396,5.857218,0.5145051,8.245037E-11,7.484712,1.992518E-11
11.12006,9.743176,5.973209,0.6935425,8.345168E-11,7.379492,1.763337E-11
11.22007,9.617076,6.082571,0.8741415,8.326377E-11,7.242376,1.501349E-11
11.32007,9.496642,6.184955,1.055124,8.420475E-11,7.073741,1.256834E-11
11.42007,9.382401,6.280059,1.235184,8.471694E-11,6.874115,1.427706E-11
11.52007,9.27484,6.367622,1.412888,8.478357E-11,6.64418,1.049382E-11
11.62008,9.174416,6.447432,1.586705,8.603385E-11,6.384785,7.242236E-12
11.72008,9.081537,6.519311,1.755012,8.422116E-11,6.096944,3.583172E-12
11.82008,8.996572,6.583129,1.916145,8.223108E-11,5.781841,5.607105E-12
11.92008,8.919836,6.638792,2.068417,8.513982E-11,5.440828,4.717297E-13
12.02009,8.851598,6.686244,2.210159,8.294331E-11,5.075428,-1.041566E-12
12.12009,8.792069,6.725462,2.339773,7.616775E-11,4.687325,1.438848E-12
12.22009,8.741409,6.756461,2.455768,7.585443E-11,4.278365,-5.536512E-12
12.32009,8.699717,6.779279,2.556788,7.265202E-11,3.850537,-2.394478E-12
12.42009,8.667038,6.793987,2.641689,7.128979E-11,3.405973,-4.734308E-12
12.5201,8.643364,6.80068,2.709531,6.672701E-11,2.946923,-4.689698E-12
12.6201,8.628633,6.79947,2.759637,6.490766E-11,2.475743,-2.298672E-12
12.7201,8.622732,6.790497,2.791595,6.176929E-11,1.994872,-3.11398E-12
12.8201,8.625504,6.773911,2.805274,5.875964E-11,1.506816,-8.922931E-12
12.92011,8.636744,6.749881,2.800814,5.553785E-11,1.014112,-1.038329E-11
13.02011,8.656212,6.718588,2.778636,5.021124E-11,0.5193195,-1.500329E-11
13.12011,8.683632,6.680226,2.739394,4.746306E-11,0.02497886,-7.745427E-12
13.22011,8.718697,6.635,2.683972,4.063324E-11,-0.4663982,-1.074867E-11
13.32012,8.761069,6.58312,2.613441,3.90944E-11,-0.9523649,-1.344999E-11
13.42012,8.810393,6.524811,2.529024,3.475334E-11,-1.430555,-1.357259E-11
13.52012,8.866295,6.460301,2.43206,2.896001E-11,-1.898706,-1.260176E-11
13.62012,8.928381,6.389829,2.32396,2.722119E-11,-2.35468,-1.499636E-11
13.72012,8.996249,6.313639,2.206182,2.282839E-11,-2.796472,-1.490806E-11
13.82013,9.069487,6.231987,2.080184,1.920686E-11,-3.222234,-1.569692E-11
13.92013,9.147676,6.145136,1.947404,1.293344E-11,-3.630276,-1.825145E-11
14.02013,9.230393,6.053356,1.809239,1.052698E-11,-4.019066,-1.609441E-11
14.12013,9.317214,5.956927,1.667013,4.020061E-12,-4.387248,-1.726783E-11
14.22014,9.407716,5.856141,1.521964,3.984483E-12,-4.733643,-1.381728E-11
14.32014,9.501473,5.751297,1.375244,1.021274E-12,-5.057232,-1.7232E-11
14.42014,9.598066,5.642703,1.227893,-5.152758E-12,-5.35717,-1.447339E-11
14.52014,9.697078,5.53068,1.08086,-7.259143E-12,-5.632767,-1.488198E-11
14.62014,9.798097,5.41556,0.934985,-9.958356E-12,-5.88349,-1.479559E-11
14.72015,9.900718,5.297681,0.7910057,-1.14135E-11,-6.108953,-1.712915E-11
14.82015,10.00454,5.177395,0.6495512,-1.541209E-11,-6.308922,-1.37341E-11
14.92015,10.10917,5.055061,0.5111743,-1.825408E-11,-6.483279,-1.263794E-11
15.02015,10.21423,4.931046,0.3763331,-2.081693E-11,-6.632035,-1.173651E-11
15.12016,10.31934,4.805728,0.2454123,-2.268351E-11,-6.755311,-1.111121E-11
15.22016,10.42414,4.679491,0.1187205,-2.417144E-11,-6.853337,-1.064008E-11
15.32016,10.52827,4.552722,-0.003494358,-2.610842E-11,-6.926434,-9.794922E-12
15.42016,10.63138,4.425817,-0.1210468,-2.810745E-11,-6.975019,-8.427928E-12
15.52017,10.73314,4.299173,-0.2337935,-2.977766E-11,-6.99958,-7.734102E-12
15.62017,10.83322,4.173188,-0.34164,-3.138742E-11,-7.000684,-6.552009E-12
15.72017,10.93132,4.048262,-0.444523,-3.276811E-11,-6.978961,-5.203096E-12
15.82017,11.02714,3.924793,-0.54242,-3.31259E-11,-6.935099,-4.192893E-12
15.92017,11.12038,3.803175,-0.6353254,-3.338909E-11,-6.869839,-3.745472E-12
16.02018,11.21077,3.683799,-0.7232587,-3.361445E-11,-6.783969,-1.845747E-12
16.12018,11.29806,3.567045,-0.8062545,-3.342864E-11,-6.678314,-7.177371E-13
16.22018,11.38199,3.453288,-0.8843634,-3.311628E-11,-6.553742,-8.99885E-13
16.32018,11.46234,3.342891,-0.9576446,-3.358998E-11,-6.411143,1.996835E-12
16.42019,11.53888,3.236203,-1.02617,-3.345254E-11,-6.251441,3.37942E-12
16.52019,11.61024,3.135398,-2.018223,-3.204608E-11,-6.864481,2.769614E-11
16.62019,11.68455,3.028101,-2.716673,-1.024088E-11,-8.528135,2.601567E-10
16.72019,11.77755,2.897361,-2.11324,1.658925E-12,-8.806313,2.721948E-10
16.82019,11.87981,2.755429,-1.675729,1.981987E-11,-8.617267,2.6984E-10
16.9202,11.98281,2.612101,-1.508572,3.694401E-11,-8.330727,2.719086E-10
17.0202,12.08223,2.472323,-1.494731,5.408615E-11,-8.03602,2.708916E-10
17.1202,12.17626,2.338217,-1.541163,7.036836E-11,-7.740566,2.7198E-10
17.2202,12.26423,2.210698,-1.603013,8.684542E-11,-7.437386,2.671316E-10
17.32021,12.34586,2.090266,-1.663956,9.954954E-11,-7.121583,2.66139E-10
17.42021,12.42099,1.977304,-1.71962,1.14996E-10,-6.791615,2.623986E-10
17.52021,12.48946,1.872155,-1.769461,1.290448E-10,-6.447822,2.586833E-10
17.62021,12.55115,1.775138,-1.813776,1.415654E-10,-6.091282,2.581733E-10
17.72021,12.60594,1.686543,-1.852881,1.544916E-10,-5.723281,2.498863E-10
17.82022,12.65373,1.606623,-1.886994,1.65417E-10,-5.345129,2.451337E-10
17.92022,12.69445,1.535593,-1.916261,1.750533E-10,-4.958121,2.400971E-10
18.02022,12.72804,1.473629,-1.940791,1.832425E-10,-4.563521,2.353269E-10
18.12022,12.75445,1.420866,-1.960671,1.913255E-10,-4.16257,2.297337E-10
18.22023,12.77366,1.377396,-1.975975,1.979372E-10,-3.756485,2.243431E-10
18.32023,12.78568,1.343271,-1.98677,2.036851E-10,-3.346471,2.188735E-10
18.42023,12.79053,1.318501,-1.993103,2.085934E-10,-2.933704,2.133672E-10
18.52023,12.78825,1.303055,-1.995024,2.137485E-10,-2.519354,2.070898E-10
18.62024,12.77888,1.296859,-1.992568,2.15701E-10,-2.104575,2.024019E-10
18.72024,12.76252,1.2998,-1.985759,2.187546E-10,-1.690505,1.930129E-10
18.82024,12.73925,1.311724,-1.974616,2.19702E-10,-1.278268,1.954954E-10
18.92024,12.7092,1.332439,-1.959151,2.187798E-10,-0.8689814,1.88449E-10
19.02024,12.6725,1.361714,-1.939363,2.22013E-10,-0.463746,1.860082E-10
19.12025,12.6293,1.399284,-1.915247,2.264328E-10,-0.06365054,1.753452E-10
19.22025,12.57978,1.444846,-1.886793,2.24895E-10,0.3302252,1.712083E-10
19.32025,12.52413,1.498067,-1.853985,2.243257E-10,0.7168121,1.666913E-10
19.42025,12.46257,1.558579,-1.816804,2.212177E-10,1.095051,1.638006E-10
19.52026,12.39531,1.62599,-1.775225,2.246106E-10,1.4639,1.567205E-10
19.62026,12.32262,1.699876,-1.729223,2.215249E-10,1.822324,1.538876E-10
19.72026,12.24474,1.779791,-1.678771,2.206087E-10,2.169302,1.528413E-10
19.82026,12.16197,1.865266,-1.623843,2.194412E-10,2.503827,1.46003E-10
19.92027,12.07462,1.955813,-1.564412,2.188649E-10,2.824913,1.388313E-10
20.02027,11.98298,2.050927,-1.50046,2.168264E-10,3.131589,1.383312E-10
20.12027,11.88741,2.150088,-1.431969,2.148424E-10,3.422909,1.378986E-10
20.22027,11.78824,2.252765,-1.358931,2.140376E-10,3.697953,1.318863E-10
20.32027,11.68585,2.358419,-1.281348,2.124102E-10,3.955828,1.287507E-10
20.42028,11.58061,2.466505,-1.199235,2.115926E-10,4.195683,1.252592E-10
20.52028,11.47292,2.576474,-1.112624,2.097518E-10,4.416697,1.244344E-10
20.62028,11.36317,2.687779,-1.021565,2.092153E-10,4.618098,1.190509E-10
20.72028,11.25179,2.799877,-0.9261333,2.070253E-10,4.799159,1.169419E-10
20.82029,11.1392,2.912229,-0.8264352,2.061051E-10,4.959208,1.139649E-10
20.92029,11.02582,3.024305,-0.7226062,2.053475E-10,5.09763,1.109766E-10
21.02029,10.91212,3.135587,-0.6148214,2.035901E-10,5.213869,1.086896E-10
21.12029,10.79852,3.245572,-0.503297,2.016976E-10,5.307443,1.068487E-10
21.22029,10.68548,3.353771,-0.3882983,2.006504E-10,5.377937,1.044683E-10
21.3203,10.57344,3.459717,-0.2701431,1.993349E-10,5.425014,1.023404E-10
21.4203,10.46286,3.562962,-0.1492024,1.984609E-10,5.448419,9.996608E-11
21.5203,10.35418,3.663079,-0.02590658,1.975005E-10,5.447979,9.760361E-11
21.6203,10.24784,3.759668,0.09924964,1.96812E-10,5.423617,9.535975E-11
21.72031,10.14428,3.852353,0.2257055,1.959964E-10,5.375345,9.315888E-11
21.82031,10.04391,3.940785,0.3528456,1.948487E-10,5.303278,9.125469E-11
21.92031,9.947138,4.024645,0.4799822,1.943969E-10,5.207625,8.878775E-11
22.02031,9.854362,4.103641,0.6063781,1.940032E-10,5.088709,8.634759E-11
22.12032,9.765949,4.177507,0.7312356,1.927596E-10,4.946953,8.296924E-11
22.22032,9.682251,4.246011,0.8537152,1.922681E-10,4.782891,8.186001E-11
22.32032,9.603593,4.308948,0.9729375,1.90475E-10,4.59717,7.832536E-11
22.42032,9.530274,4.366141,1.088001,1.905587E-10,4.390546,7.675378E-11
22.52032,9.462565,4.417443,1.197993,1.883217E-10,4.163884,7.74728E-11
22.62033,9.400707,4.462733,1.302004,1.87944E-10,3.918162,7.245213E-11
22.72033,9.344908,4.501919,1.399143,1.879496E-10,3.654459,6.869293E-11
22.82033,9.295341,4.534934,1.488561,1.869526E-10,3.373962,6.546225E-11
22.92033,9.252143,4.561736,1.569466,1.849992E-10,3.077953,6.261963E-11
23.02034,9.215425,4.582304,1.641134,1.784742E-10,2.767804,6.67742E-11
23.12034,9.185249,4.596645,1.702935,1.772257E-10,2.444971,6.044888E-11
23.22034,9.161654,4.604781,1.754337,1.734792E-10,2.110984,5.846839E-11
23.32034,9.144633,4.606757,1.794932,1.690355E-10,1.767438,5.712638E-11
23.42035,9.134156,4.602635,1.824428,1.673243E-10,1.415979,4.999558E-11
23.52035,9.130157,4.592495,1.842669,1.622233E-10,1.058295,5.545723E-11
23.62035,9.132538,4.576432,1.849624,1.607267E-10,0.6960984,4.446275E-11
23.72035,9.141171,4.554555,1.845399,1.544148E-10,0.3311191,4.672614E-11
23.82035,9.155904,4.526988,1.830224,1.485285E-10,-0.03491508,4.54801E-11
23.92036,9.176559,4.493867,1.804445,1.431382E-10,-0.4002883,4.412146E-11
24.02036,9.202935,4.455338,1.768519,1.381997E-10,-0.7633122,4.582132E-11
24.12036,9.234811,4.411561,1.722995,1.316163E-10,-1.122338,4.210696E-11
24.22036,9.271946,4.362703,1.668501,1.272698E-10,-1.47577,4.010875E-11
24.32037,9.314088,4.308943,1.60573,1.238453E-10,-1.822077,3.713671E-11
24.42037,9.360966,4.250468,1.535425,1.181768E-10,-2.1598,3.606504E-11
24.52037,9.412303,4.187477,1.458366,1.135853E-10,-2.487563,3.42089E-11
24.62037,9.467805,4.120174,1.375346,1.085975E-10,-2.804079,3.262915E-11
24.72038,9.527176,4.048773,1.287163,1.057997E-10,-3.108163,2.90804E-11
24.82038,9.590113,3.973497,1.194611,9.863019E-11,-3.398726,2.899873E-11
24.92038,9.656305,3.894577,1.098465,9.304139E-11,-3.674785,2.795034E-11
25.02038,9.725444,3.81225,0.9994727,8.955821E-11,-3.93546,2.768042E-11
25.12038,9.797216,3.726763,0.8983448,8.262879E-11,-4.179986,2.550364E-11
25.22039,9.871305,3.638369,0.7957494,7.770801E-11,-4.407701,2.430528E-11
25.32039,9.947404,3.54733,0.6923158,7.271331E-11,-4.618049,2.322779E-11
25.42039,10.0252,3.453913,0.5886213,6.701303E-11,-4.810579,2.304809E-11
25.52039,10.10438,3.358393,0.4851949,6.454086E-11,-4.98494,1.889497E-11
25.6204,10.18464,3.26105,0.3825156,5.853153E-11,-5.140879,2.042424E-11
25.7204,10.26569,3.162169,0.2810152,5.383401E-11,-5.278239,2.093304E-11
25.8204,10.34722,3.062042,0.1810739,4.900949E-11,-5.39695,1.957815E-11
25.9204,10.42895,2.960962,0.08303207,4.52241E-11,-5.497021,1.864022E-11
26.0204,10.5106,2.859226,-0.01281629,4.102452E-11,-5.578548,1.889299E-11
26.12041,10.59189,2.757135,-0.1062165,3.738021E-11,-5.641699,1.782764E-11
26.22041,10.67271,2.65499,-0.1969586,0.3466477,-5.686703,0.0009784312
26.32041,10.75253,2.553095,-0.284791,0.4883543,-5.713879,-0.02075804
26.42041,10.83114,2.451752,-0.36957,0.561528,-5.723623,-0.0508562
26.52042,10.90836,2.351261,-0.4512382,0.6201386,-5.716341,-0.08163164
26.62042,10.98397,2.251918,-0.5296965,0.664711,-5.69249,-0.1124733
26.72042,11.05773,2.154014,-0.6048629,0.6962589,-5.65256,-0.1430893
26.82042,11.12944,2.057836,-0.6766719,0.7158179,-5.59708,-0.1732164
26.92043,11.19889,1.963661,-0.7450747,0.7244201,-5.526614,-0.2026101
27.02043,11.2659,1.871763,-0.8100446,0.7230834,-5.441763,-0.2310452
27.12043,11.33028,1.782403,-0.8715621,0.7128086,-5.343148,-0.2583181
27.22043,11.39187,1.695832,-0.9296147,0.6945711,-5.231416,-0.2842473
27.32043,11.45051,1.612292,-0.984206,0.669317,-5.107236,-0.3086745
27.42044,11.50605,1.532012,-1.035339,0.6379578,-4.971288,-0.3314648
27.52044,11.55835,1.455208,-1.083029,0.6013674,-4.824269,-0.3525075
27.62044,11.60731,1.382082,-1.127289,0.5603765,-4.666882,-0.3717152
27.72044,11.6539,1.311046,-0.2338583,0.5156429,-3.704328,-0.3886302
27.82045,11.692,1.253693,1.302703,0.4679008,-0.86
